time_utc,global_in_plane_irradiance_w_m2
20201113:0230,0.0
20201113:0330,0.0
20201113:0430,0.0
20201113:0530,0.0
20201113:0630,0.0
20201113:0730,0.0
20201113:0830,0.0
20201113:0930,0.0
20201113:1030,0.0
20201113:1130,0.0
20201113:1230,0.0
20201113:1330,0.0
20201113:1430,105.11
20201113:1530,285.21
20201113:1630,441.81
20201113:1730,549.57
20201113:1830,593.87
20201113:1930,574.57
20201113:2030,492.51
20201113:2130,356.86
20201113:2230,184.56
20201113:2330,11.9
20201114:0030,0.0
20201114:0130,0.0
20201114:0230,0.0
20201114:0330,0.0
20201114:0430,0.0
20201114:0530,0.0
20201114:0630,0.0
20201114:0730,0.0
20201114:0830,0.0
20201114:0930,0.0
20201114:1030,0.0
20201114:1130,0.0
20201114:1230,0.0
20201114:1330,0.0
20201114:1430,90.7
20201114:1530,251.76
20201114:1630,338.01
20201114:1730,354.16
20201114:1830,503.81
20201114:1930,524.81
20201114:2030,465.21
20201114:2130,340.16
20201114:2230,173.31
20201114:2330,12.05
20201115:0030,0.0
20201115:0130,0.0
20201115:0230,0.0
20201115:0330,0.0
20201115:0430,0.0
20201115:0530,0.0
20201115:0630,0.0
20201115:0730,0.0
20201115:0830,0.0
20201115:0930,0.0
20201115:1030,0.0
20201115:1130,0.0
20201115:1230,0.0
20201115:1330,0.0
20201115:1430,92.71
20201115:1530,263.01
20201115:1630,411.01
20201115:1730,510.76
20201115:1830,565.07
20201115:1930,544.46
20201115:2030,469.16
20201115:2130,337.56
20201115:2230,171.96
20201115:2330,11.2
20201116:0030,0.0
20201116:0130,0.0
20201116:0230,0.0
20201116:0330,0.0
20201116:0430,0.0
20201116:0530,0.0
20201116:0630,0.0
20201116:0730,0.0
20201116:0830,0.0
20201116:0930,0.0
20201116:1030,0.0
20201116:1130,0.0
20201116:1230,0.0
20201116:1330,0.0
20201116:1430,87.91
20201116:1530,251.01
20201116:1630,404.01
20201116:1730,506.51
20201116:1830,550.91
20201116:1930,534.01
20201116:2030,457.51
20201116:2130,327.81
20201116:2230,167.26
20201116:2330,10.45
20201117:0030,0.0
20201117:0130,0.0
20201117:0230,0.0
20201117:0330,0.0
20201117:0430,0.0
20201117:0530,0.0
20201117:0630,0.0
20201117:0730,0.0
20201117:0830,0.0
20201117:0930,0.0
20201117:1030,0.0
20201117:1130,0.0
20201117:1230,0.0
20201117:1330,0.0
20201117:1430,87.11
20201117:1530,259.41
20201117:1630,412.71
20201117:1730,519.01
20201117:1830,566.42
20201117:1930,550.32
20201117:2030,473.16
20201117:2130,341.61
20201117:2230,173.01
20201117:2330,10.3
20201118:0030,0.0
20201118:0130,0.0
20201118:0230,0.0
20201118:0330,0.0
20201118:0430,0.0
20201118:0530,0.0
20201118:0630,0.0
20201118:0730,0.0
20201118:0830,0.0
20201118:0930,0.0
20201118:1030,0.0
20201118:1130,0.0
20201118:1230,0.0
20201118:1330,0.0
20201118:1430,80.15
20201118:1530,216.86
20201118:1630,347.26
20201118:1730,397.26
20201118:1830,408.91
20201118:1930,411.51
20201118:2030,329.46
20201118:2130,262.11
20201118:2230,146.61
20201118:2330,11.25
20201119:0030,0.0
20201119:0130,0.0
20201119:0230,0.0
20201119:0330,0.0
20201119:0430,0.0
20201119:0530,0.0
20201119:0630,0.0
20201119:0730,0.0
20201119:0830,0.0
20201119:0930,0.0
20201119:1030,0.0
20201119:1130,0.0
20201119:1230,0.0
20201119:1330,0.0
20201119:1430,78.66
20201119:1530,244.16
20201119:1630,392.71
20201119:1730,495.76
20201119:1830,540.67
20201119:1930,525.11
20201119:2030,449.41
20201119:2130,321.26
20201119:2230,160.51
20201119:2330,9.4
20201120:0030,0.0
20201120:0130,0.0
20201120:0230,0.0
20201120:0330,0.0
20201120:0430,0.0
20201120:0530,0.0
20201120:0630,0.0
20201120:0730,0.0
20201120:0830,0.0
20201120:0930,0.0
20201120:1030,0.0
20201120:1130,0.0
20201120:1230,0.0
20201120:1330,0.0
20201120:1430,74.61
20201120:1530,236.66
20201120:1630,383.81
20201120:1730,486.36
20201120:1830,533.72
20201120:1930,517.76
20201120:2030,446.66
20201120:2130,300.36
20201120:2230,135.65
20201120:2330,11.65
20201121:0030,0.0
20201121:0130,0.0
20201121:0230,0.0
20201121:0330,0.0
20201121:0430,0.0
20201121:0530,0.0
20201121:0630,0.0
20201121:0730,0.0
20201121:0830,0.0
20201121:0930,0.0
20201121:1030,0.0
20201121:1130,0.0
20201121:1230,0.0
20201121:1330,0.0
20201121:1430,63.09
20201121:1530,235.71
20201121:1630,380.66
20201121:1730,483.31
20201121:1830,516.86
20201121:1930,451.61
20201121:2030,359.81
20201121:2130,251.06
20201121:2230,144.46
20201121:2330,9.0
20201122:0030,0.0
20201122:0130,0.0
20201122:0230,0.0
20201122:0330,0.0
20201122:0430,0.0
20201122:0530,0.0
20201122:0630,0.0
20201122:0730,0.0
20201122:0830,0.0
20201122:0930,0.0
20201122:1030,0.0
20201122:1130,0.0
20201122:1230,0.0
20201122:1330,0.0
20201122:1430,63.61
20201122:1530,239.41
20201122:1630,390.76
20201122:1730,494.91
20201122:1830,545.57
20201122:1930,529.77
20201122:2030,454.66
20201122:2130,289.21
20201122:2230,146.31
20201122:2330,11.3
20201123:0030,0.0
20201123:0130,0.0
20201123:0230,0.0
20201123:0330,0.0
20201123:0430,0.0
20201123:0530,0.0
20201123:0630,0.0
20201123:0730,0.0
20201123:0830,0.0
20201123:0930,0.0
20201123:1030,0.0
20201123:1130,0.0
20201123:1230,0.0
20201123:1330,0.0
20201123:1430,49.19
20201123:1530,199.66
20201123:1630,333.01
20201123:1730,447.66
20201123:1830,499.81
20201123:1930,492.26
20201123:2030,424.26
20201123:2130,294.86
20201123:2230,141.86
20201123:2330,9.7
20201124:0030,0.0
20201124:0130,0.0
20201124:0230,0.0
20201124:0330,0.0
20201124:0430,0.0
20201124:0530,0.0
20201124:0630,0.0
20201124:0730,0.0
20201124:0830,0.0
20201124:0930,0.0
20201124:1030,0.0
20201124:1130,0.0
20201124:1230,0.0
20201124:1330,0.0
20201124:1430,9.22
20201124:1530,40.3
20201124:1630,87.6
20201124:1730,135.7
20201124:1830,352.51
20201124:1930,342.71
20201124:2030,373.61
20201124:2130,279.41
20201124:2230,135.31
20201124:2330,8.9
20201125:0030,0.0
20201125:0130,0.0
20201125:0230,0.0
20201125:0330,0.0
20201125:0430,0.0
20201125:0530,0.0
20201125:0630,0.0
20201125:0730,0.0
20201125:0830,0.0
20201125:0930,0.0
20201125:1030,0.0
20201125:1130,0.0
20201125:1230,0.0
20201125:1330,0.0
20201125:1430,57.78
20201125:1530,234.01
20201125:1630,388.41
20201125:1730,496.62
20201125:1830,546.27
20201125:1930,532.77
20201125:2030,457.21
20201125:2130,327.46
20201125:2230,160.71
20201125:2330,8.5
20201126:0030,0.0
20201126:0130,0.0
20201126:0230,0.0
20201126:0330,0.0
20201126:0430,0.0
20201126:0530,0.0
20201126:0630,0.0
20201126:0730,0.0
20201126:0830,0.0
20201126:0930,0.0
20201126:1030,0.0
20201126:1130,0.0
20201126:1230,0.0
20201126:1330,0.0
20201126:1430,53.73
20201126:1530,225.01
20201126:1630,374.61
20201126:1730,480.06
20201126:1830,526.42
20201126:1930,506.21
20201126:2030,430.21
20201126:2130,310.51
20201126:2230,146.41
20201126:2330,9.25
20201127:0030,0.0
20201127:0130,0.0
20201127:0230,0.0
20201127:0330,0.0
20201127:0430,0.0
20201127:0530,0.0
20201127:0630,0.0
20201127:0730,0.0
20201127:0830,0.0
20201127:0930,0.0
20201127:1030,0.0
20201127:1130,0.0
20201127:1230,0.0
20201127:1330,0.0
20201127:1430,51.01
20201127:1530,225.11
20201127:1630,379.01
20201127:1730,487.12
20201127:1830,539.47
20201127:1930,526.22
20201127:2030,451.21
20201127:2130,322.76
20201127:2230,157.36
20201127:2330,8.2
20201128:0030,0.0
20201128:0130,0.0
20201128:0230,0.0
20201128:0330,0.0
20201128:0430,0.0
20201128:0530,0.0
20201128:0630,0.0
20201128:0730,0.0
20201128:0830,0.0
20201128:0930,0.0
20201128:1030,0.0
20201128:1130,0.0
20201128:1230,0.0
20201128:1330,0.0
20201128:1430,50.93
20201128:1530,224.41
20201128:1630,377.81
20201128:1730,485.82
20201128:1830,535.02
20201128:1930,521.97
20201128:2030,447.16
20201128:2130,318.91
20201128:2230,154.56
20201128:2330,7.9
20201129:0030,0.0
20201129:0130,0.0
20201129:0230,0.0
20201129:0330,0.0
20201129:0430,0.0
20201129:0530,0.0
20201129:0630,0.0
20201129:0730,0.0
20201129:0830,0.0
20201129:0930,0.0
20201129:1030,0.0
20201129:1130,0.0
20201129:1230,0.0
20201129:1330,0.0
20201129:1430,43.53
20201129:1530,157.81
20201129:1630,254.16
20201129:1730,336.71
20201129:1830,521.77
20201129:1930,511.17
20201129:2030,439.36
20201129:2130,313.76
20201129:2230,151.76
20201129:2330,7.8
20201130:0030,0.0
20201130:0130,0.0
20201130:0230,0.0
20201130:0330,0.0
20201130:0430,0.0
20201130:0530,0.0
20201130:0630,0.0
20201130:0730,0.0
20201130:0830,0.0
20201130:0930,0.0
20201130:1030,0.0
20201130:1130,0.0
20201130:1230,0.0
20201130:1330,0.0
20201130:1430,47.65
20201130:1530,221.91
20201130:1630,377.11
20201130:1730,486.52
20201130:1830,535.82
20201130:1930,523.87
20201130:2030,449.61
20201130:2130,321.06
20201130:2230,155.46
20201130:2330,7.7
20201201:0030,0.0
20201201:0130,0.0
20201201:0230,0.0
20201201:0330,0.0
20201201:0430,0.0
20201201:0530,0.0
20201201:0630,0.0
20201201:0730,0.0
20201201:0830,0.0
20201201:0930,0.0
20201201:1030,0.0
20201201:1130,0.0
20201201:1230,0.0
20201201:1330,0.0
20201201:1430,16.62
20201201:1530,58.4
20201201:1630,155.65
20201201:1730,199.4
20201201:1830,258.0
20201201:1930,284.95
20201201:2030,247.1
20201201:2130,122.5
20201201:2230,71.35
20201201:2330,8.9
20201202:0030,0.0
20201202:0130,0.0
20201202:0230,0.0
20201202:0330,0.0
20201202:0430,0.0
20201202:0530,0.0
20201202:0630,0.0
20201202:0730,0.0
20201202:0830,0.0
20201202:0930,0.0
20201202:1030,0.0
20201202:1130,0.0
20201202:1230,0.0
20201202:1330,0.0
20201202:1430,37.07
20201202:1530,168.1
20201202:1630,291.61
20201202:1730,366.51
20201202:1830,359.46
20201202:1930,297.9
20201202:2030,253.55
20201202:2130,197.8
20201202:2230,107.7
20201202:2330,9.3
20201203:0030,0.0
20201203:0130,0.0
20201203:0230,0.0
20201203:0330,0.0
20201203:0430,0.0
20201203:0530,0.0
20201203:0630,0.0
20201203:0730,0.0
20201203:0830,0.0
20201203:0930,0.0
20201203:1030,0.0
20201203:1130,0.0
20201203:1230,0.0
20201203:1330,0.0
20201203:1430,39.45
20201203:1530,198.16
20201203:1630,342.86
20201203:1730,462.86
20201203:1830,520.52
20201203:1930,512.42
20201203:2030,440.66
20201203:2130,314.51
20201203:2230,151.01
20201203:2330,7.35
20201204:0030,0.0
20201204:0130,0.0
20201204:0230,0.0
20201204:0330,0.0
20201204:0430,0.0
20201204:0530,0.0
20201204:0630,0.0
20201204:0730,0.0
20201204:0830,0.0
20201204:0930,0.0
20201204:1030,0.0
20201204:1130,0.0
20201204:1230,0.0
20201204:1330,0.0
20201204:1430,38.17
20201204:1530,200.36
20201204:1630,351.51
20201204:1730,459.62
20201204:1830,510.52
20201204:1930,500.37
20201204:2030,429.76
20201204:2130,306.21
20201204:2230,146.86
20201204:2330,7.2
20201205:0030,0.0
20201205:0130,0.0
20201205:0230,0.0
20201205:0330,0.0
20201205:0430,0.0
20201205:0530,0.0
20201205:0630,0.0
20201205:0730,0.0
20201205:0830,0.0
20201205:0930,0.0
20201205:1030,0.0
20201205:1130,0.0
20201205:1230,0.0
20201205:1330,0.0
20201205:1430,36.55
20201205:1530,197.31
20201205:1630,347.91
20201205:1730,455.77
20201205:1830,507.32
20201205:1930,497.67
20201205:2030,427.56
20201205:2130,304.66
20201205:2230,146.01
20201205:2330,7.1
20201206:0030,0.0
20201206:0130,0.0
20201206:0230,0.0
20201206:0330,0.0
20201206:0430,0.0
20201206:0530,0.0
20201206:0630,0.0
20201206:0730,0.0
20201206:0830,0.0
20201206:0930,0.0
20201206:1030,0.0
20201206:1130,0.0
20201206:1230,0.0
20201206:1330,0.0
20201206:1430,35.11
20201206:1530,194.86
20201206:1630,347.16
20201206:1730,455.92
20201206:1830,507.77
20201206:1930,498.57
20201206:2030,426.26
20201206:2130,306.16
20201206:2230,146.86
20201206:2330,7.05
20201207:0030,0.0
20201207:0130,0.0
20201207:0230,0.0
20201207:0330,0.0
20201207:0430,0.0
20201207:0530,0.0
20201207:0630,0.0
20201207:0730,0.0
20201207:0830,0.0
20201207:0930,0.0
20201207:1030,0.0
20201207:1130,0.0
20201207:1230,0.0
20201207:1330,0.0
20201207:1430,33.14
20201207:1530,191.01
20201207:1630,342.86
20201207:1730,452.92
20201207:1830,508.67
20201207:1930,500.62
20201207:2030,430.86
20201207:2130,307.36
20201207:2230,147.56
20201207:2330,7.0
20201208:0030,0.0
20201208:0130,0.0
20201208:0230,0.0
20201208:0330,0.0
20201208:0430,0.0
20201208:0530,0.0
20201208:0630,0.0
20201208:0730,0.0
20201208:0830,0.0
20201208:0930,0.0
20201208:1030,0.0
20201208:1130,0.0
20201208:1230,0.0
20201208:1330,0.0
20201208:1430,32.95
20201208:1530,194.66
20201208:1630,349.26
20201208:1730,460.62
20201208:1830,515.12
20201208:1930,505.97
20201208:2030,435.17
20201208:2130,310.51
20201208:2230,149.36
20201208:2330,6.95
20201209:0030,0.0
20201209:0130,0.0
20201209:0230,0.0
20201209:0330,0.0
20201209:0430,0.0
20201209:0530,0.0
20201209:0630,0.0
20201209:0730,0.0
20201209:0830,0.0
20201209:0930,0.0
20201209:1030,0.0
20201209:1130,0.0
20201209:1230,0.0
20201209:1330,0.0
20201209:1430,31.65
20201209:1530,192.96
20201209:1630,348.61
20201209:1730,460.97
20201209:1830,514.72
20201209:1930,507.62
20201209:2030,437.77
20201209:2130,312.81
20201209:2230,150.51
20201209:2330,7.05
20201210:0030,0.0
20201210:0130,0.0
20201210:0230,0.0
20201210:0330,0.0
20201210:0430,0.0
20201210:0530,0.0
20201210:0630,0.0
20201210:0730,0.0
20201210:0830,0.0
20201210:0930,0.0
20201210:1030,0.0
20201210:1130,0.0
20201210:1230,0.0
20201210:1330,0.0
20201210:1430,15.45
20201210:1530,180.31
20201210:1630,275.01
20201210:1730,329.11
20201210:1830,351.06
20201210:1930,245.5
20201210:2030,223.9
20201210:2130,164.25
20201210:2230,69.25
20201210:2330,6.85
20201211:0030,0.0
20201211:0130,0.0
20201211:0230,0.0
20201211:0330,0.0
20201211:0430,0.0
20201211:0530,0.0
20201211:0630,0.0
20201211:0730,0.0
20201211:0830,0.0
20201211:0930,0.0
20201211:1030,0.0
20201211:1130,0.0
20201211:1230,0.0
20201211:1330,0.0
20201211:1430,11.85
20201211:1530,89.3
20201211:1630,177.0
20201211:1730,198.25
20201211:1830,212.95
20201211:1930,220.1
20201211:2030,131.95
20201211:2130,146.35
20201211:2230,98.25
20201211:2330,8.25
20201212:0030,0.0
20201212:0130,0.0
20201212:0230,0.0
20201212:0330,0.0
20201212:0430,0.0
20201212:0530,0.0
20201212:0630,0.0
20201212:0730,0.0
20201212:0830,0.0
20201212:0930,0.0
20201212:1030,0.0
20201212:1130,0.0
20201212:1230,0.0
20201212:1330,0.0
20201212:1430,18.15
20201212:1530,101.25
20201212:1630,185.25
20201212:1730,279.6
20201212:1830,343.96
20201212:1930,274.9
20201212:2030,196.8
20201212:2130,99.25
20201212:2230,72.25
20201212:2330,7.15
20201213:0030,0.0
20201213:0130,0.0
20201213:0230,0.0
20201213:0330,0.0
20201213:0430,0.0
20201213:0530,0.0
20201213:0630,0.0
20201213:0730,0.0
20201213:0830,0.0
20201213:0930,0.0
20201213:1030,0.0
20201213:1130,0.0
20201213:1230,0.0
20201213:1330,0.0
20201213:1430,13.35
20201213:1530,135.61
20201213:1630,297.96
20201213:1730,439.56
20201213:1830,510.72
20201213:1930,504.52
20201213:2030,436.22
20201213:2130,311.86
20201213:2230,151.56
20201213:2330,7.65
20201214:0030,0.0
20201214:0130,0.0
20201214:0230,0.0
20201214:0330,0.0
20201214:0430,0.0
20201214:0530,0.0
20201214:0630,0.0
20201214:0730,0.0
20201214:0830,0.0
20201214:0930,0.0
20201214:1030,0.0
20201214:1130,0.0
20201214:1230,0.0
20201214:1330,0.0
20201214:1430,17.45
20201214:1530,147.91
20201214:1630,265.96
20201214:1730,350.11
20201214:1830,404.36
20201214:1930,396.91
20201214:2030,262.3
20201214:2130,194.05
20201214:2230,90.35
20201214:2330,7.2
20201215:0030,0.0
20201215:0130,0.0
20201215:0230,0.0
20201215:0330,0.0
20201215:0430,0.0
20201215:0530,0.0
20201215:0630,0.0
20201215:0730,0.0
20201215:0830,0.0
20201215:0930,0.0
20201215:1030,0.0
20201215:1130,0.0
20201215:1230,0.0
20201215:1330,0.0
20201215:1430,15.4
20201215:1530,113.6
20201215:1630,200.75
20201215:1730,350.51
20201215:1830,429.26
20201215:1930,348.86
20201215:2030,396.36
20201215:2130,298.41
20201215:2230,148.66
20201215:2330,7.8
20201216:0030,0.0
20201216:0130,0.0
20201216:0230,0.0
20201216:0330,0.0
20201216:0430,0.0
20201216:0530,0.0
20201216:0630,0.0
20201216:0730,0.0
20201216:0830,0.0
20201216:0930,0.0
20201216:1030,0.0
20201216:1130,0.0
20201216:1230,0.0
20201216:1330,0.0
20201216:1430,12.05
20201216:1530,162.11
20201216:1630,311.61
20201216:1730,395.76
20201216:1830,420.66
20201216:1930,458.51
20201216:2030,384.61
20201216:2130,250.46
20201216:2230,121.61
20201216:2330,6.75
20201217:0030,0.0
20201217:0130,0.0
20201217:0230,0.0
20201217:0330,0.0
20201217:0430,0.0
20201217:0530,0.0
20201217:0630,0.0
20201217:0730,0.0
20201217:0830,0.0
20201217:0930,0.0
20201217:1030,0.0
20201217:1130,0.0
20201217:1230,0.0
20201217:1330,0.0
20201217:1430,11.55
20201217:1530,164.11
20201217:1630,295.26
20201217:1730,359.86
20201217:1830,431.41
20201217:1930,337.71
20201217:2030,224.25
20201217:2130,181.45
20201217:2230,87.75
20201217:2330,9.55
20201218:0030,0.0
20201218:0130,0.0
20201218:0230,0.0
20201218:0330,0.0
20201218:0430,0.0
20201218:0530,0.0
20201218:0630,0.0
20201218:0730,0.0
20201218:0830,0.0
20201218:0930,0.0
20201218:1030,0.0
20201218:1130,0.0
20201218:1230,0.0
20201218:1330,0.0
20201218:1430,13.4
20201218:1530,109.35
20201218:1630,178.75
20201218:1730,284.55
20201218:1830,253.55
20201218:1930,259.4
20201218:2030,211.95
20201218:2130,190.51
20201218:2230,129.81
20201218:2330,9.45
20201219:0030,0.0
20201219:0130,0.0
20201219:0230,0.0
20201219:0330,0.0
20201219:0430,0.0
20201219:0530,0.0
20201219:0630,0.0
20201219:0730,0.0
20201219:0830,0.0
20201219:0930,0.0
20201219:1030,0.0
20201219:1130,0.0
20201219:1230,0.0
20201219:1330,0.0
20201219:1430,10.65
20201219:1530,169.06
20201219:1630,320.56
20201219:1730,434.62
20201219:1830,482.82
20201219:1930,464.16
20201219:2030,360.41
20201219:2130,294.11
20201219:2230,152.81
20201219:2330,7.95
20201220:0030,0.0
20201220:0130,0.0
20201220:0230,0.0
20201220:0330,0.0
20201220:0430,0.0
20201220:0530,0.0
20201220:0630,0.0
20201220:0730,0.0
20201220:0830,0.0
20201220:0930,0.0
20201220:1030,0.0
20201220:1130,0.0
20201220:1230,0.0
20201220:1330,0.0
20201220:1430,13.25
20201220:1530,140.86
20201220:1630,237.91
20201220:1730,243.2
20201220:1830,296.8
20201220:1930,365.86
20201220:2030,394.91
20201220:2130,264.36
20201220:2230,144.71
20201220:2330,8.35
20201221:0030,0.0
20201221:0130,0.0
20201221:0230,0.0
20201221:0330,0.0
20201221:0430,0.0
20201221:0530,0.0
20201221:0630,0.0
20201221:0730,0.0
20201221:0830,0.0
20201221:0930,0.0
20201221:1030,0.0
20201221:1130,0.0
20201221:1230,0.0
20201221:1330,0.0
20201221:1430,12.3
20201221:1530,122.05
20201221:1630,218.51
20201221:1730,272.76
20201221:1830,472.17
20201221:1930,469.27
20201221:2030,406.81
20201221:2130,274.01
20201221:2230,150.36
20201221:2330,8.2
20201222:0030,0.0
20201222:0130,0.0
20201222:0230,0.0
20201222:0330,0.0
20201222:0430,0.0
20201222:0530,0.0
20201222:0630,0.0
20201222:0730,0.0
20201222:0830,0.0
20201222:0930,0.0
20201222:1030,0.0
20201222:1130,0.0
20201222:1230,0.0
20201222:1330,0.0
20201222:1430,10.4
20201222:1530,157.86
20201222:1630,305.51
20201222:1730,430.52
20201222:1830,489.12
20201222:1930,486.97
20201222:2030,423.86
20201222:2130,306.56
20201222:2230,153.81
20201222:2330,8.6
20201223:0030,0.0
20201223:0130,0.0
20201223:0230,0.0
20201223:0330,0.0
20201223:0430,0.0
20201223:0530,0.0
20201223:0630,0.0
20201223:0730,0.0
20201223:0830,0.0
20201223:0930,0.0
20201223:1030,0.0
20201223:1130,0.0
20201223:1230,0.0
20201223:1330,0.0
20201223:1430,9.65
20201223:1530,156.76
20201223:1630,290.21
20201223:1730,406.46
20201223:1830,429.91
20201223:1930,401.81
20201223:2030,329.46
20201223:2130,243.56
20201223:2230,127.35
20201223:2330,9.95
20201224:0030,0.0
20201224:0130,0.0
20201224:0230,0.0
20201224:0330,0.0
20201224:0430,0.0
20201224:0530,0.0
20201224:0630,0.0
20201224:0730,0.0
20201224:0830,0.0
20201224:0930,0.0
20201224:1030,0.0
20201224:1130,0.0
20201224:1230,0.0
20201224:1330,0.0
20201224:1430,8.95
20201224:1530,159.01
20201224:1630,311.26
20201224:1730,424.56
20201224:1830,466.01
20201224:1930,480.62
20201224:2030,423.61
20201224:2130,309.76
20201224:2230,157.51
20201224:2330,8.9
20201225:0030,0.0
20201225:0130,0.0
20201225:0230,0.0
20201225:0330,0.0
20201225:0430,0.0
20201225:0530,0.0
20201225:0630,0.0
20201225:0730,0.0
20201225:0830,0.0
20201225:0930,0.0
20201225:1030,0.0
20201225:1130,0.0
20201225:1230,0.0
20201225:1330,0.0
20201225:1430,8.95
20201225:1530,163.61
20201225:1630,320.36
20201225:1730,437.22
20201225:1830,495.97
20201225:1930,495.82
20201225:2030,435.62
20201225:2130,319.96
20201225:2230,164.61
20201225:2330,9.25
20201226:0030,0.0
20201226:0130,0.0
20201226:0230,0.0
20201226:0330,0.0
20201226:0430,0.0
20201226:0530,0.0
20201226:0630,0.0
20201226:0730,0.0
20201226:0830,0.0
20201226:0930,0.0
20201226:1030,0.0
20201226:1130,0.0
20201226:1230,0.0
20201226:1330,0.0
20201226:1430,11.7
20201226:1530,156.96
20201226:1630,312.71
20201226:1730,429.62
20201226:1830,491.87
20201226:1930,490.92
20201226:2030,430.02
20201226:2130,315.31
20201226:2230,162.36
20201226:2330,9.15
20201227:0030,0.0
20201227:0130,0.0
20201227:0230,0.0
20201227:0330,0.0
20201227:0430,0.0
20201227:0530,0.0
20201227:0630,0.0
20201227:0730,0.0
20201227:0830,0.0
20201227:0930,0.0
20201227:1030,0.0
20201227:1130,0.0
20201227:1230,0.0
20201227:1330,0.0
20201227:1430,9.25
20201227:1530,147.96
20201227:1630,302.01
20201227:1730,429.47
20201227:1830,484.47
20201227:1930,481.87
20201227:2030,394.21
20201227:2130,253.66
20201227:2230,127.05
20201227:2330,14.05
20201228:0030,0.0
20201228:0130,0.0
20201228:0230,0.0
20201228:0330,0.0
20201228:0430,0.0
20201228:0530,0.0
20201228:0630,0.0
20201228:0730,0.0
20201228:0830,0.0
20201228:0930,0.0
20201228:1030,0.0
20201228:1130,0.0
20201228:1230,0.0
20201228:1330,0.0
20201228:1430,6.4
20201228:1530,100.65
20201228:1630,243.16
20201228:1730,345.61
20201228:1830,205.95
20201228:1930,180.15
20201228:2030,122.95
20201228:2130,51.95
20201228:2230,62.45
20201228:2330,7.6
20201229:0030,0.0
20201229:0130,0.0
20201229:0230,0.0
20201229:0330,0.0
20201229:0430,0.0
20201229:0530,0.0
20201229:0630,0.0
20201229:0730,0.0
20201229:0830,0.0
20201229:0930,0.0
20201229:1030,0.0
20201229:1130,0.0
20201229:1230,0.0
20201229:1330,0.0
20201229:1430,8.7
20201229:1530,158.86
20201229:1630,291.11
20201229:1730,346.46
20201229:1830,429.21
20201229:1930,421.41
20201229:2030,379.76
20201229:2130,255.81
20201229:2230,132.76
20201229:2330,11.25
20201230:0030,0.0
20201230:0130,0.0
20201230:0230,0.0
20201230:0330,0.0
20201230:0430,0.0
20201230:0530,0.0
20201230:0630,0.0
20201230:0730,0.0
20201230:0830,0.0
20201230:0930,0.0
20201230:1030,0.0
20201230:1130,0.0
20201230:1230,0.0
20201230:1330,0.0
20201230:1430,8.4
20201230:1530,165.31
20201230:1630,326.61
20201230:1730,445.17
20201230:1830,511.12
20201230:1930,513.82
20201230:2030,452.92
20201230:2130,335.01
20201230:2230,176.71
20201230:2330,10.85
20201231:0030,0.0
20201231:0130,0.0
20201231:0230,0.0
20201231:0330,0.0
20201231:0430,0.0
20201231:0530,0.0
20201231:0630,0.0
20201231:0730,0.0
20201231:0830,0.0
20201231:0930,0.0
20201231:1030,0.0
20201231:1130,0.0
20201231:1230,0.0
20201231:1330,0.0
20201231:1430,8.8
20201231:1530,156.36
20201231:1630,307.36
20201231:1730,421.26
20201231:1830,494.42
20201231:1930,496.92
20201231:2030,438.07
20201231:2130,323.56
20201231:2230,323.57
20201231:2330,0.0
